video_id,title,channel_title,category_id,published_at,view_count,like_count,comment_count,tags,url
4k64rp8KJAk,KIHYUN 기현 'So Good' MV,STARSHIP,10,2026-07-07T09:00:02Z,415073,11254,1345,"MONSTA X,몬스타엑스,KIHYUN,기현,So Good,쏘굿,BORDERLINE,보더라인,borderline,남자솔로,솔로,MV,뮤직비디오,뮤비",https://www.youtube.com/watch?v=4k64rp8KJAk
ugU3zhSw4gk,퓨마 사냥🏹🐆 | T1 vs FUR│2026 MSI│울챔스 하이라이트,Wolf,20,2026-07-06T16:14:07Z,146908,1221,98,"sup,서포터,support,T1,Wolf,울프,LOL,리그오브레전드,League,of,legend,World,Champion,t1,이재완",https://www.youtube.com/watch?v=ugU3zhSw4gk
0DuHUASEK7I,seesaw,MRCH - Topic,10,2026-07-07T09:03:19Z,9307,296,11,"MRCH,윤마치 (MRCH),상생관계,시소인간",https://www.youtube.com/watch?v=0DuHUASEK7I
6dmHyhDC_zU,"어엉 얘들아, 다음 판엔 꼭 적으로 보자",갓주일,20,2026-07-07T09:00:32Z,84111,1126,322,"서든어택,슉맨,레일리,경찬이,더블,로얄,마블,킥스나,서든,외쳐,갓주일,주일,마크,노바,제노,헌트,갈노블,서클,msr",https://www.youtube.com/watch?v=6dmHyhDC_zU
ph5xazcAyqw,RIIZE 라이즈 'D-D-Done' Performance Video,RIIZE,10,2026-07-06T15:00:05Z,166496,18131,1264,"RIIZE,라이즈,SHOTARO,EUNSEOK,SUNGCHAN,WONBIN,SOHEE,ANTON,쇼타로,은석,성찬,원빈,소희,앤톤,II,Two,미니 2집,D-D-Done,Performance Video,퍼포먼스",https://www.youtube.com/watch?v=ph5xazcAyqw
ZdfPDu8gXr0,전역하자마자 군적금으로 빠칭코하는 xx놈...,정준홍,20,2026-07-06T08:13:03Z,255922,4046,305,,https://www.youtube.com/watch?v=ZdfPDu8gXr0
SQwubV2MRk0,My Own Rhythm,someply - Topic,10,2026-06-29T10:02:11Z,37810,409,5,"someply,Jen,My Own Rhythm",https://www.youtube.com/watch?v=SQwubV2MRk0
JFPB8KKgKO8,리니지 클래식 / 이게임은 미래가 없다.. 삭제하자 그냥,이문주,20,2026-07-07T00:00:22Z,119416,952,529,"리니지,리니지w,리니지2m,엔씨소프트,리니지m,불도그,사또,똘끼,카즈야,플레이포커,홀덤",https://www.youtube.com/watch?v=JFPB8KKgKO8
RNn2ePoaSdc,Mine,Bruklin - Topic,10,2026-07-02T10:00:17Z,980689,11937,5,"Bruklin,Mine",https://www.youtube.com/watch?v=RNn2ePoaSdc
zEsz_t-F32Y,창섭이형 한 번만..!,피닉스박,20,2026-07-07T11:47:38Z,86201,802,246,"박종우,피닉스박,해적,ap,챌린저,리그오브레전드,블러드문,다이아,머스터,트위치,파트너,스트리머,innovation,미드,오리아나,트페,lol,마스터",https://www.youtube.com/watch?v=zEsz_t-F32Y
AohU8RV330c,Tears in heaven,December - Topic,10,2026-06-25T10:00:30Z,13293,64,0,"December,디셈버,Tears in heaven,별이될께",https://www.youtube.com/watch?v=AohU8RV330c
qWlXGuehyu0,이건 기회야.. 저튜브 형님들께 배그 실력을 증명하는 거야..｜배그멸망전 DAY1,저라뎃 JUSTLIKETHAT,20,2026-07-06T12:00:24Z,126758,748,151,"천상계,챌린저,정글러,저라뎃,Justlikethat,정글,동선,강의,교육방송,롤토체스",https://www.youtube.com/watch?v=qWlXGuehyu0
CrHkBh4h9Xo,Don't tell your dream,LOVIXX - Topic,10,2026-06-29T14:29:42Z,468970,10086,0,"LOVIXX,Don't tell your dream",https://www.youtube.com/watch?v=CrHkBh4h9Xo
_IVRKtRbCnU,이거 전부 정리해야 하는 게임,수탉,20,2026-07-07T12:40:35Z,101119,2941,545,"수탉,수탉tv,공포,공포게임,실황,신작,게임",https://www.youtube.com/watch?v=_IVRKtRbCnU
lPHThxD3pP0,Fig Smoke,ZUTOMAYO - Topic,10,2026-07-06T12:00:06Z,101540,2794,54,"ZUTOMAYO,ズットマヨナカデイイノニ,ずっと真夜中でいいのに。,Fig Smoke,イチジクケムリ,イチジク煙",https://www.youtube.com/watch?v=lPHThxD3pP0
Yqzsa-03k8Y,잘 먹었습니다,괴물쥐 유튜브,20,2026-07-05T13:30:12Z,439669,2156,300,"#리그오브레전드,#롤,#괴물쥐,#원딜,#장지환,전략적팀전투,tft",https://www.youtube.com/watch?v=Yqzsa-03k8Y
_Po8A9o2nb4,'ADIOS!' - BOYNEXTDOOR (보이넥스트도어) | DOORGROUND,BOYNEXTDOOR,10,2026-07-06T11:00:01Z,107026,15712,601,"BOYNEXTDOOR,성호,SUNGHO,리우,RIWOO,재현,JAEHYUN,태산,TAESAN,이한,LEEHAN,운학,WOONHAK,HYBE,KOZ",https://www.youtube.com/watch?v=_Po8A9o2nb4
8PszdxmcFVA,"말 못하는 놈 , 안 보이는 놈 , 못 듣는 놈",통깡이,23,2026-07-07T08:00:29Z,66879,2090,172,"통깡이,통깡,낭자애,오토코노코,버튜버,스트리머,합방,노가리,스트리머 합방,스트리머 노가리,왈도쿤,델로략국,계모임,다모임,계모임 노가리,다모임 노가리,계모임 합방,다모임 합방,vtuber,버츄얼,상황극,토크",https://www.youtube.com/watch?v=8PszdxmcFVA
91PHp22qmlE,Ripple Effect2,Swings - Topic,10,2026-07-04T09:03:50Z,120776,2600,119,"Swings,스윙스,YULEUM,율음,shinjihang,Nochang,그냥노창,hyeminsong,Ripple Effect2,파급효과2 (Ripple Effect2)",https://www.youtube.com/watch?v=91PHp22qmlE
QV7K1Vgzjr0,탈리야로도 메이킹 해주는 페이커 | T1 vs  FUR | 2026 MSI,Untara,20,2026-07-06T10:38:50Z,136223,1240,193,"SKT T1,Faker,Untara,페이커,운타라,이상혁,LOL,리그오브레전드,t1",https://www.youtube.com/watch?v=QV7K1Vgzjr0
Jk8u7h0n4XY,Because Your Wish Was Goodbye,Hwang In Wook - Topic,10,2026-07-07T09:05:28Z,5168,113,2,"Hwang In Wook,황인욱,Jun Tae lk,Because Your Wish Was Goodbye,그대의 소원이 이별이라기에",https://www.youtube.com/watch?v=Jk8u7h0n4XY
rWhzxJub1MU,남은 보약 1시간 안에 날먹해야된다.. 유챔 레전드 타임어택 찍었습니다 ㄷㄷㄷ [메이플스토리],채널 명예훈장,20,2026-07-07T10:37:07Z,78266,397,37,"메이플,메이플스토리,명훈,명예훈장,메이플 명훈,메이플 명예훈장,메이플스토리 명훈,메이플스토리 명예훈장,렌,유니온 챔피언,유니온,유챔,보스,칼로스,스위츠,버프,제한,스펙업,제로,호영,타임어택,SSS,등급,보약",https://www.youtube.com/watch?v=rWhzxJub1MU
0oHBBc18sEo,SPORT,Olszakumpel - Topic,10,2026-06-25T10:05:07Z,65749,72,13,"Olszakumpel,Krystian Olszewski,Kacper Kułaga,Piotr Odrzywołek,SPORT",https://www.youtube.com/watch?v=0oHBBc18sEo
tOHPPU3QamY,결국 완성해버린 100% 드롭킥 아무무,텔론,20,2026-07-07T07:29:43Z,94616,647,84,"텔론,리그오브레전드,뉴메타,스낵무비",https://www.youtube.com/watch?v=tOHPPU3QamY
nCIfydOldxI,i-dle 아이들 ‘Gimme Dat Love’｜On the Spot｜온더스팟,1theK Originals - 원더케이 오리지널,24,2026-07-07T10:00:28Z,171823,14653,405,"원더케이,원더케이오리지널,K-pop,idol,댄스,안무,dance,1theK,K-POP,Kpop,Original,1theK Original,TOP100,라이브,LIVE,멜론,원더케이 오리지널,음악,New1thekOriginal,1theKOriginal,kpop,케이팝,k팝,아이돌,한국,live,아이들,아이들 신곡,아이들 퍼포먼스,i-dle,Gimme Dat Love,여돌 신곡,여돌 퍼포",https://www.youtube.com/watch?v=nCIfydOldxI
ky3ZL62Fdlg,"메랜 1등 청운검 재탄생, 확률을 뚫고 또 해냈습니다",김데데,20,2026-07-07T05:15:50Z,81696,482,117,"메이플스토리,클래식,메이플랜드,김데데,김데데 메이플",https://www.youtube.com/watch?v=ky3ZL62Fdlg
Jsm2uVtQhmY,If It Hurts Me More (Feat. Lee Min Jeong),KYOE - Topic,10,2026-06-29T03:05:11Z,184464,7980,3,"KYOE,교이,Lee Min Jeong,이민정,If It Hurts Me More (Feat. Lee Min Jeong)",https://www.youtube.com/watch?v=Jsm2uVtQhmY
ypKWnRYYvVw,중국 주작 쇼츠 아닙니다,Official dopa,20,2026-07-07T13:43:50Z,80642,466,89,"도파,압도,dopa,apdo,faker,dopa vs faker,쇼메이커,쵸비,더샤이,파카,랄로,도랄팤,도파카,도파파카,도파랄로,파카랄로,skt t1,t1,lck,lpl,lec,caps,트페,오리아나,트페vs,오리아나vs,카사딘vs,제드vs,프레이,괴물쥐,피닉스박,방종우,이재석",https://www.youtube.com/watch?v=ypKWnRYYvVw
mnCKtu-cvjc,Distant Memories of You,Shin Ye Young - Topic,10,2026-07-03T09:03:16Z,134445,1450,31,"Shin Ye Young,신예영,Distant Memories of You",https://www.youtube.com/watch?v=mnCKtu-cvjc
ZO5uV7rFsJs,10%5작 전섭 최강 아이젠 직작했습니다!!!,레고77,20,2026-07-07T07:54:44Z,82878,363,106,"레고77,신지드 장인,리그 오브 레전드,LOL,메랜,메이플,메이플랜드,옛메,옛날메이플,대머리도적,대머리,옛날바람,클래식바람",https://www.youtube.com/watch?v=ZO5uV7rFsJs
75YONzojpAc,[BEST 은혜 찬양 모음 20]   나의 힘이되신 여호와여,Beecompany 비컴퍼니,10,2026-07-05T21:00:22Z,18636,486,14,"ccm 듣기,찬양,워쉽,씨씨엠,worship,무료,듣기,비컴퍼니,예배,best,praise,band,복음,성가,틀어줘,은혜,연속,모음,메들리,아름다운,들려줘,실시간,노래방,어린이,말씀송,톡톡쏙쏙,성령,임재,마음,영혼,감사,치유,회복,기쁨,평화,보혈,소망,광야,생명,인도하심,승리,구원,연속듣기,Longplay CCM,Hymns korean,hymns,찬송가 듣기,찬송가모음,찬송가전곡,찬송가",https://www.youtube.com/watch?v=75YONzojpAc
ywwfx1vGQ_A,랄로 마스터 갔다,랄로,20,2026-07-04T06:43:43Z,897539,6816,797,"랄로,랄튜브,김찬호",https://www.youtube.com/watch?v=ywwfx1vGQ_A
Qi63-bxUdiA,Crushed,10CM - Topic,10,2026-07-02T09:03:27Z,360588,3836,45,"10CM,Lee John,Sung Sooyong,Bang Injae,Lee Yoonhyuk,Ko Youngbae,Crushed,일말의 가능성",https://www.youtube.com/watch?v=Qi63-bxUdiA
Wm-SDC7rvds,"25년만에 서버종료하는 ""크레이지 아케이드"" 섭종 직전에 접속 해봤습니다.",혜안,20,2026-07-05T10:14:16Z,544940,12002,1264,혜안,https://www.youtube.com/watch?v=Wm-SDC7rvds
427PT04f3O4,Summer Breeze,Lee Sora - Topic,10,2026-07-07T09:02:25Z,5909,495,0,"Lee Sora,이소라,Summer Breeze,너의 얼굴 다 잊을게",https://www.youtube.com/watch?v=427PT04f3O4
lLIm-FEGp18,이 ㅈ같은 니니지 못하겠습니다 리니지클래식【 똘끼 】,똘끼100%,20,2026-07-06T16:02:00Z,114035,1028,376,"리니지M,똘끼,배그,Starcraft,모바일게임,똘끼100%,로드나인,스마일게이트,lordnine,mmorpg,DK모바일,dk모바일리본,리니지,리니지클래식",https://www.youtube.com/watch?v=lLIm-FEGp18
pUC0_MM-WOY,"개사기 직업 등장, 아란 캐릭 만들자마자 신고 당하게 생겼습니다..",찬해,20,2026-07-07T02:00:15Z,75624,264,128,"배틀그라운드,킴성태,맛종욱,꺠박이,킴해적단,메이플랜드,메랜,뜨뜨뜨뜨,뜨뜨,킬내기,이지상,전수찬,트할,세글자,팡이요,지작,레고77,메이플 강화,메이플랜드 강화,메이플 직업추천,메이플 전사,메이플랜드 전사,메이플랜드 페이지,메이플랜드 클레릭,메이플 리부트,메이플랜드 핵,메이플랜드 직업추천,메이플랜드 썬콜,메이플 브금,메이플랜드 표도,필메,일어나,메이플 잠쩔,메이플 메소,메이플랜드 사냥터,메이플랜드 불독,메이플랜드 시프,메이플랜드 헌터,메이플랜드 스피어맨,메이플랜드 퀘스트,공12노목,배그 엔비디아 설정,메이플랜드 지작,메이플랜드 1위,옛날 메이플,대리작,이블윙즈,랄로 메이플,테스트훈 메이플,파이터,메이플 파이터,메이플랜드 파이터,메이플랜드 어쌔신,찬해 어쌔신,찬해 메이플랜드,메이플랜드 찬해,찬해,메이플랜드 도적,메이플스토리 도적",https://www.youtube.com/watch?v=pUC0_MM-WOY
u2U_89VVoIM,【봉켓몬】 윤가놈님 이번 초전설도 제가 가져갑니다?,아라하시 타비 ARAHASHI TABI,20,2026-07-07T08:30:02Z,66590,2043,235,"#스텔라이브,#타비,#아라하시타비,#stellive,#스트리머,#버츄얼,#버츄얼스트리머,#vtuber,#krvtuber,#버튜버,#뿡빵띠,#스텔,#유니버스,#2기생,#스텔2기생,#서우내,#서운해,#모라하지마,#야랄,#따비,#땁이,#누룽지,#드르렁컥컥,#뿡세이돈,#타먹금,#혹시몰라서,#힊이응,#훠거딩딩스",https://www.youtube.com/watch?v=u2U_89VVoIM
