keyword,old_count,new_count,change
스포츠,1.0,1.0,0.0
스프링,1.0,1.0,0.0
슬롯,1.0,1.0,0.0
IDLE,1.0,1.0,0.0
If,2.0,2.0,0.0
In,4.0,4.0,0.0
Injae,1.0,1.0,0.0
Hurts,2.0,2.0,0.0
피오라강의,1.0,1.0,0.0
피온,1.0,1.0,0.0
프리뷰,1.0,1.0,0.0
KT,1.0,1.0,0.0
KYOE,1.0,1.0,0.0
Ivory,1.0,1.0,0.0
JAEHYUN,1.0,1.0,0.0
Jen,1.0,1.0,0.0
Jeong,3.0,3.0,0.0
John,1.0,1.0,0.0
Hymns,1.0,1.0,0.0
스윙스,1.0,1.0,0.0
스쿼드,3.0,3.0,0.0
스크,1.0,1.0,0.0
숨긴,1.0,1.0,0.0
슈퍼히어로,1.0,1.0,0.0
슈화,1.0,1.0,0.0
KDF,1.0,1.0,0.0
KOZ,1.0,1.0,0.0
신작,1.0,1.0,0.0
신지드,1.0,1.0,0.0
신직업,1.0,1.0,0.0
시즌2,1.0,1.0,0.0
시청자참여,1.0,1.0,0.0
시크릿보드룸,1.0,1.0,0.0
알파고,2.0,2.0,0.0
압도,1.0,1.0,0.0
EUNSEOK,1.0,1.0,0.0
EastWest,1.0,1.0,0.0
Effect2,3.0,3.0,0.0
FAME,2.0,2.0,0.0
Justlikethat,1.0,1.0,0.0
실력을,1.0,1.0,0.0
실황,1.0,1.0,0.0
신예영,1.0,1.0,0.0
HOLLDEM,1.0,1.0,0.0
GEN,1.0,1.0,0.0
GTA,1.0,1.0,0.0
FLSLWL,1.0,1.0,0.0
FUR,3.0,3.0,0.0
Faker,1.0,1.0,0.0
Feat,3.0,3.0,0.0
Freecs,1.0,1.0,0.0
스트라이커,1.0,1.0,0.0
싸이흠뻑쇼,1.0,1.0,0.0
쌓았습니다,1.0,1.0,0.0
CUBE,1.0,1.0,0.0
Champion,1.0,1.0,0.0
Chancellor,3.0,3.0,0.0
Check,1.0,1.0,0.0
HLE,1.0,1.0,0.0
10년,1.0,1.0,0.0
10CM,1.0,1.0,0.0
12,1.0,1.0,0.0
히어로,1.0,1.0,0.0
100,1.0,1.0,0.0
000스택,1.0,1.0,0.0
1라운드,1.0,1.0,0.0
해방했습니다,1.0,1.0,0.0
썸네일,1.0,1.0,0.0
썸머,1.0,1.0,0.0
씨씨엠,1.0,1.0,0.0
회복,1.0,1.0,0.0
20260704,1.0,1.0,0.0
현교수,1.0,1.0,0.0
25년만에,1.0,1.0,0.0
헬리오스,1.0,1.0,0.0
아케이드,1.0,1.0,0.0
아트록스강의,1.0,1.0,0.0
아이보리,1.0,1.0,0.0
아스달연대기,1.0,1.0,0.0
아델,1.0,1.0,0.0
아름다운,1.0,1.0,0.0
아무도,1.0,1.0,0.0
써머,1.0,1.0,0.0
BOYNEXTDOOR,2.0,2.0,0.0
BRO,1.0,1.0,0.0
Bang,1.0,1.0,0.0
BEST,1.0,1.0,0.0
BJ팡이,1.0,1.0,0.0
BJ팡이요,1.0,1.0,0.0
ANTON,1.0,1.0,0.0
한국,2.0,2.0,0.0
2023롤챔스,1.0,1.0,0.0
천상계,1.0,1.0,0.0
넷마블,1.0,1.0,0.0
남기고,1.0,1.0,0.0
챈슬러,2.0,2.0,0.0
챌린저스서버,1.0,1.0,0.0
참교육,1.0,1.0,0.0
찬송가,2.0,2.0,0.0
흥행기록,1.0,1.0,0.0
홍구스타,1.0,1.0,0.0
혓바닥터스,1.0,1.0,0.0
형님들께,1.0,1.0,0.0
혜안,1.0,1.0,0.0
2라운드,1.0,1.0,0.0
2일차,1.0,1.0,0.0
2023LCK,1.0,1.0,0.0
3주만에,1.0,1.0,0.0
5회,1.0,1.0,0.0
2집,1.0,1.0,0.0
37화,1.0,1.0,0.0
Brion,1.0,1.0,0.0
후기,2.0,2.0,0.0
후니,1.0,1.0,0.0
흔적에,1.0,1.0,0.0
한화생명,1.0,1.0,0.0
함예진,1.0,1.0,0.0
9집행,1.0,1.0,0.0
ACTIVATED,1.0,1.0,0.0
AD,1.0,1.0,0.0
ADIOS,1.0,1.0,0.0
ALLSTAR,1.0,1.0,0.0
68,1.0,1.0,0.0
힐링,1.0,0.0,-1.0
19,1.0,0.0,-1.0
1등,2.0,1.0,-1.0
1조팀,1.0,0.0,-1.0
1초,1.0,0.0,-1.0
1티어,1.0,0.0,-1.0
20,2.0,1.0,-1.0
200,1.0,0.0,-1.0
2000딜,1.0,0.0,-1.0
200층,1.0,0.0,-1.0
100씩,1.0,0.0,-1.0
현질,1.0,0.0,-1.0
혜령,1.0,0.0,-1.0
호갱을,1.0,0.0,-1.0
혼자,1.0,0.0,-1.0
10이야기꾼,1.0,0.0,-1.0
홍구야,1.0,0.0,-1.0
화내면,1.0,0.0,-1.0
한방에,1.0,0.0,-1.0
Anonymous,2.0,1.0,-1.0
Artists,2.0,1.0,-1.0
BAEK,1.0,0.0,-1.0
BLG는,1.0,0.0,-1.0
300찍고,1.0,0.0,-1.0
30랩,1.0,0.0,-1.0
하이브,1.0,0.0,-1.0
하이브레이블즈,1.0,0.0,-1.0
하트골드,1.0,0.0,-1.0
하필주강찬차를,1.0,0.0,-1.0
학살하는,1.0,0.0,-1.0
한국드라마,1.0,0.0,-1.0
한국은,1.0,0.0,-1.0
Choi,1.0,0.0,-1.0
Crest,1.0,0.0,-1.0
EP,2.0,1.0,-1.0
피흡의,1.0,0.0,-1.0
하는법,1.0,0.0,-1.0
Entertainment,1.0,0.0,-1.0
FPS,1.0,0.0,-1.0
Ga,4.0,3.0,-1.0
Girl,1.0,0.0,-1.0
CULTURE,1.0,0.0,-1.0
에임,1.0,0.0,-1.0
에임연습,1.0,0.0,-1.0
송가인아내의맛,1.0,0.0,-1.0
송가인아빠,1.0,0.0,-1.0
송가인어게인,1.0,0.0,-1.0
송가인엄마,1.0,0.0,-1.0
송가인예능,1.0,0.0,-1.0
송가인옷,1.0,0.0,-1.0
야생집,1.0,0.0,-1.0
어게인,1.0,0.0,-1.0
어게인팬클럽,1.0,0.0,-1.0
어느,1.0,0.0,-1.0
어떤가,1.0,0.0,-1.0
얻은,1.0,0.0,-1.0
없는데,1.0,0.0,-1.0
스키비디토일렛,1.0,0.0,-1.0
스키비디토일렛병맛더빙,1.0,0.0,-1.0
스킨,1.0,0.0,-1.0
앵보,1.0,0.0,-1.0
야생에,1.0,0.0,-1.0
승률,1.0,0.0,-1.0
시작,1.0,0.0,-1.0
시작되는,1.0,0.0,-1.0
시작하자마자,1.0,0.0,-1.0
숨듣명,1.0,0.0,-1.0
숨바꼭질,7.0,6.0,-1.0
스키비디,1.0,0.0,-1.0
스키비디병맛더빙,1.0,0.0,-1.0
성한수,1.0,0.0,-1.0
세계관은,1.0,0.0,-1.0
세탁소아저씨정체,1.0,0.0,-1.0
셔틀,1.0,0.0,-1.0
소멸,1.0,0.0,-1.0
소환해낸,1.0,0.0,-1.0
송가인가방,1.0,0.0,-1.0
여포왕,2.0,1.0,-1.0
열기,1.0,0.0,-1.0
영혼,2.0,1.0,-1.0
예능,2.0,1.0,-1.0
성장,1.0,0.0,-1.0
성큰러시,1.0,0.0,-1.0
성태,1.0,0.0,-1.0
쇼케이스,1.0,0.0,-1.0
수류탄이,1.0,0.0,-1.0
수영,1.0,0.0,-1.0
수진,1.0,0.0,-1.0
수현,1.0,0.0,-1.0
숨겨진,1.0,0.0,-1.0
여기서,1.0,0.0,-1.0
여캠,1.0,0.0,-1.0
송가인유튜브,1.0,0.0,-1.0
송가인일상,1.0,0.0,-1.0
송가인조공,1.0,0.0,-1.0
송가인진도,1.0,0.0,-1.0
송가인채널,1.0,0.0,-1.0
송가인트로트,1.0,0.0,-1.0
송가인팬클럽,1.0,0.0,-1.0
송가인행사,1.0,0.0,-1.0
사이하대전투,1.0,0.0,-1.0
산책할때듣는노래,1.0,0.0,-1.0
살아남는,1.0,0.0,-1.0
상대,2.0,1.0,-1.0
상대가,1.0,0.0,-1.0
상황극,2.0,1.0,-1.0
불꽃타입,1.0,0.0,-1.0
브레이킹,1.0,0.0,-1.0
오지랖,1.0,0.0,-1.0
올AD,1.0,0.0,-1.0
빠져나오는,1.0,0.0,-1.0
빡쳤고,1.0,0.0,-1.0
빡태,1.0,0.0,-1.0
뺏어봤습니다,1.0,0.0,-1.0
사기판,1.0,0.0,-1.0
서양은,1.0,0.0,-1.0
선바,1.0,0.0,-1.0
선배후배,1.0,0.0,-1.0
설레는,1.0,0.0,-1.0
예술의,1.0,0.0,-1.0
예약구매,1.0,0.0,-1.0
오노추,1.0,0.0,-1.0
오브,3.0,2.0,-1.0
송가인노래,1.0,0.0,-1.0
송가인레전드,1.0,0.0,-1.0
송가인메들리,1.0,0.0,-1.0
송가인브이로그,1.0,0.0,-1.0
상황나옴,1.0,0.0,-1.0
생각을,1.0,0.0,-1.0
생방송,2.0,1.0,-1.0
생존,1.0,0.0,-1.0
울트라에디션,1.0,0.0,-1.0
웃긴,1.0,0.0,-1.0
웅플레이어,1.0,0.0,-1.0
배틀그라운드,3.0,2.0,-1.0
백룸,1.0,0.0,-1.0
백아연,1.0,0.0,-1.0
분노의,1.0,0.0,-1.0
옵티파인,1.0,0.0,-1.0
왕따,1.0,0.0,-1.0
왕연합,1.0,0.0,-1.0
왕혈,1.0,0.0,-1.0
요네,1.0,0.0,-1.0
요원,1.0,0.0,-1.0
복사하세요,1.0,0.0,-1.0
봉쌤,1.0,0.0,-1.0
봉하,1.0,0.0,-1.0
봉훈이,1.0,0.0,-1.0
부분을,1.0,0.0,-1.0
부캐,1.0,0.0,-1.0
부키,1.0,0.0,-1.0
북한자객,1.0,0.0,-1.0
블레이드앤소울,1.0,0.0,-1.0
블소,1.0,0.0,-1.0
비밀,1.0,0.0,-1.0
비하인드,3.0,2.0,-1.0
보스,3.0,2.0,-1.0
보여드리겠습니다,1.0,0.0,-1.0
박만사,1.0,0.0,-1.0
박영광,1.0,0.0,-1.0
발로,1.0,0.0,-1.0
밝혀집니다,1.0,0.0,-1.0
방어력,1.0,0.0,-1.0
몬스터,1.0,0.0,-1.0
민지납치,1.0,0.0,-1.0
민지생존,1.0,0.0,-1.0
민지실종,1.0,0.0,-1.0
밀리해요,1.0,0.0,-1.0
바보,1.0,0.0,-1.0
바이올린,1.0,0.0,-1.0
바이퍼,1.0,0.0,-1.0
박도지,1.0,0.0,-1.0
위로,1.0,0.0,-1.0
윈브,1.0,0.0,-1.0
유닛을,1.0,0.0,-1.0
유봉훈,1.0,0.0,-1.0
유주,1.0,0.0,-1.0
유주팬클럽,1.0,0.0,-1.0
유즈맵에서,1.0,0.0,-1.0
번아웃,1.0,0.0,-1.0
벙커차,1.0,0.0,-1.0
벙커카,1.0,0.0,-1.0
병맛더빙,1.0,0.0,-1.0
원래,1.0,0.0,-1.0
월드컵,1.0,0.0,-1.0
웹툰,1.0,0.0,-1.0
웹툰원작드라마,1.0,0.0,-1.0
모던하우스,1.0,0.0,-1.0
모드리뷰,1.0,0.0,-1.0
모드쇼케이스,1.0,0.0,-1.0
모든,1.0,0.0,-1.0
모든타입,1.0,0.0,-1.0
모았습니다,1.0,0.0,-1.0
이나리,1.0,0.0,-1.0
이딴걸,1.0,0.0,-1.0
이렇게,1.0,0.0,-1.0
메린이,1.0,0.0,-1.0
미챠,1.0,0.0,-1.0
육성,3.0,2.0,-1.0
윤가놈,2.0,1.0,-1.0
윤진석,2.0,1.0,-1.0
은밀한,1.0,0.0,-1.0
음악추천,1.0,0.0,-1.0
이게,2.0,1.0,-1.0
무기삽니다,1.0,0.0,-1.0
무려,1.0,0.0,-1.0
무친,1.0,0.0,-1.0
무패,1.0,0.0,-1.0
무패상대,1.0,0.0,-1.0
무한다이노,1.0,0.0,-1.0
미션,1.0,0.0,-1.0
린마스터,1.0,0.0,-1.0
마나무네,1.0,0.0,-1.0
마방88,1.0,0.0,-1.0
마스터,3.0,2.0,-1.0
마스터이,1.0,0.0,-1.0
마인크래프트깔수,1.0,0.0,-1.0
이즈리얼,1.0,0.0,-1.0
이후,1.0,0.0,-1.0
인디음악,1.0,0.0,-1.0
인디음악추천,1.0,0.0,-1.0
인디팝,1.0,0.0,-1.0
리센느,1.0,0.0,-1.0
린마,1.0,0.0,-1.0
만만이,1.0,0.0,-1.0
만만즈,1.0,0.0,-1.0
만찬가,1.0,0.0,-1.0
매차,1.0,0.0,-1.0
매챠,1.0,0.0,-1.0
이빨이랑,1.0,0.0,-1.0
막부,1.0,0.0,-1.0
막습니다,1.0,0.0,-1.0
만나다,1.0,0.0,-1.0
만들었다는,1.0,0.0,-1.0
만만리니지,1.0,0.0,-1.0
만만업,1.0,0.0,-1.0
플레이스테이션,1.0,0.0,-1.0
플리,1.0,0.0,-1.0
플리추천,1.0,0.0,-1.0
피가,1.0,0.0,-1.0
피닉스,1.0,0.0,-1.0
HYUNBIN,1.0,0.0,-1.0
Ho,1.0,0.0,-1.0
Lineage,1.0,0.0,-1.0
LineageM,1.0,0.0,-1.0
포켓로그,1.0,0.0,-1.0
포켓로그공략,1.0,0.0,-1.0
푸딩제리,1.0,0.0,-1.0
프로,1.0,0.0,-1.0
플레이리스트,1.0,0.0,-1.0
Kaive,1.0,0.0,-1.0
KoreanIndie,1.0,0.0,-1.0
LABELS,1.0,0.0,-1.0
LISTEN,1.0,0.0,-1.0
League,2.0,1.0,-1.0
Official,3.0,2.0,-1.0
Pop,1.0,0.0,-1.0
Pretty,1.0,0.0,-1.0
REMAKE,1.0,0.0,-1.0
RESCENE,1.0,0.0,-1.0
Lyric,1.0,0.0,-1.0
Minecraft,1.0,0.0,-1.0
레테,17.0,16.0,-1.0
렝가,1.0,0.0,-1.0
렝가장인,1.0,0.0,-1.0
로드나인,3.0,2.0,-1.0
로벅스,1.0,0.0,-1.0
로블,1.0,0.0,-1.0
로블계,1.0,0.0,-1.0
로블도어즈,1.0,0.0,-1.0
잘하는법,2.0,1.0,-1.0
잘해요,1.0,0.0,-1.0
잡고,1.0,0.0,-1.0
잡아서,1.0,0.0,-1.0
장인을,1.0,0.0,-1.0
레전드판,1.0,0.0,-1.0
리듬,1.0,0.0,-1.0
리듬게임,1.0,0.0,-1.0
리마스터,1.0,0.0,-1.0
인테리어,1.0,0.0,-1.0
일타봉쌤,1.0,0.0,-1.0
마인크래프트모드,1.0,0.0,-1.0
리니지2,1.0,0.0,-1.0
리니지M,3.0,2.0,-1.0
리니지M내가수영,1.0,0.0,-1.0
리니지M수영,1.0,0.0,-1.0
리니지내가수영,1.0,0.0,-1.0
리니지리마스터,1.0,0.0,-1.0
리니지수영,1.0,0.0,-1.0
라이즈,3.0,2.0,-1.0
락스타,1.0,0.0,-1.0
락앤롤,1.0,0.0,-1.0
랑쯔,1.0,0.0,-1.0
레디,1.0,0.0,-1.0
레벨,1.0,0.0,-1.0
레비얀,1.0,0.0,-1.0
드립팀,1.0,0.0,-1.0
적들이,1.0,0.0,-1.0
전세계,1.0,0.0,-1.0
전쓰트,1.0,0.0,-1.0
점프맵,1.0,0.0,-1.0
뜯는,1.0,0.0,-1.0
라고,1.0,0.0,-1.0
라더,1.0,0.0,-1.0
롤렝가,1.0,0.0,-1.0
롤탑렝가,1.0,0.0,-1.0
료미,1.0,0.0,-1.0
장인초대석,2.0,1.0,-1.0
재밌는,1.0,0.0,-1.0
저스트채팅,1.0,0.0,-1.0
로블록스도어즈,1.0,0.0,-1.0
로블록스정보,1.0,0.0,-1.0
로블상황극,1.0,0.0,-1.0
로블정보,1.0,0.0,-1.0
로스트아크,1.0,0.0,-1.0
로아,1.0,0.0,-1.0
로희,1.0,0.0,-1.0
듀오,1.0,0.0,-1.0
드라마리뷰,1.0,0.0,-1.0
드라마분석,1.0,0.0,-1.0
드라마예고,1.0,0.0,-1.0
드라마추천,2.0,1.0,-1.0
드라이브노래,1.0,0.0,-1.0
달리기,1.0,0.0,-1.0
좀비,1.0,0.0,-1.0
도건,1.0,0.0,-1.0
도건TV,1.0,0.0,-1.0
도건여포왕,1.0,0.0,-1.0
도건왕팀,1.0,0.0,-1.0
도어즈,1.0,0.0,-1.0
도전,1.0,0.0,-1.0
동물병원에,1.0,0.0,-1.0
조복래,1.0,0.0,-1.0
조사파,1.0,0.0,-1.0
조선시대,1.0,0.0,-1.0
조성태,1.0,0.0,-1.0
조인범,1.0,0.0,-1.0
조준점,1.0,0.0,-1.0
조평견,1.0,0.0,-1.0
들어봐,1.0,0.0,-1.0
디다,1.0,0.0,-1.0
때마다,1.0,0.0,-1.0
또이,1.0,0.0,-1.0
뚜까랜덤,1.0,0.0,-1.0
정령의축복,1.0,0.0,-1.0
진짜,1.0,0.0,-1.0
노래추천,1.0,0.0,-1.0
누구,1.0,0.0,-1.0
뉴네임옥션,1.0,0.0,-1.0
니딸찾냐,1.0,0.0,-1.0
다시,1.0,0.0,-1.0
즐겁게,1.0,0.0,-1.0
증명하러갑니다,1.0,0.0,-1.0
증명해버리다,1.0,0.0,-1.0
지금,1.0,0.0,-1.0
지식백과,1.0,0.0,-1.0
지아,1.0,0.0,-1.0
지우고,1.0,0.0,-1.0
진실이,1.0,0.0,-1.0
더블딜러,1.0,0.0,-1.0
덕개,1.0,0.0,-1.0
주말드라마,1.0,0.0,-1.0
주민,1.0,0.0,-1.0
주혁이랑,1.0,0.0,-1.0
주혜리,1.0,0.0,-1.0
쥐식백과,1.0,0.0,-1.0
당하겠냐,1.0,0.0,-1.0
대네요,1.0,0.0,-1.0
대륙의,1.0,0.0,-1.0
대박박,1.0,0.0,-1.0
대저택,1.0,0.0,-1.0
대저택과,1.0,0.0,-1.0
댓글창,1.0,0.0,-1.0
내가빡태,1.0,0.0,-1.0
내가수영TV,1.0,0.0,-1.0
내가수진,1.0,0.0,-1.0
내보내줘,1.0,0.0,-1.0
냉동창고,1.0,0.0,-1.0
너드커넥션,1.0,0.0,-1.0
챌린저스,4.0,3.0,-1.0
난닝구,1.0,0.0,-1.0
난이도,1.0,0.0,-1.0
남군,1.0,0.0,-1.0
남실장,1.0,0.0,-1.0
남캠,1.0,0.0,-1.0
남파공작원,1.0,0.0,-1.0
내가,2.0,1.0,-1.0
창구라,1.0,0.0,-1.0
창현,2.0,1.0,-1.0
창현가이아격노,1.0,0.0,-1.0
창현격노,1.0,0.0,-1.0
창현리니지,1.0,0.0,-1.0
창현리니지M,1.0,0.0,-1.0
찾냐,1.0,0.0,-1.0
다시보기,2.0,1.0,-1.0
다크아칸으로,1.0,0.0,-1.0
단일,1.0,0.0,-1.0
찍고,1.0,0.0,-1.0
차는,1.0,0.0,-1.0
차량,1.0,0.0,-1.0
차를,1.0,0.0,-1.0
편의점,1.0,0.0,-1.0
평생,1.0,0.0,-1.0
평택항,1.0,0.0,-1.0
SENO,1.0,0.0,-1.0
Sleepground,1.0,0.0,-1.0
Noir,1.0,0.0,-1.0
TeamfightTactics,1.0,0.0,-1.0
파산,1.0,0.0,-1.0
파산시키는,1.0,0.0,-1.0
파티,1.0,0.0,-1.0
판타지,1.0,0.0,-1.0
팔았습니다,1.0,0.0,-1.0
팡이요의,1.0,0.0,-1.0
Stone,1.0,0.0,-1.0
T1은,1.0,0.0,-1.0
TAG,1.0,0.0,-1.0
TEKKEN,1.0,0.0,-1.0
TRPG,1.0,0.0,-1.0
TV,1.0,0.0,-1.0
Wave,1.0,0.0,-1.0
YEON,1.0,0.0,-1.0
Young,2.0,1.0,-1.0
Song,4.0,3.0,-1.0
Special,1.0,0.0,-1.0
Starcraft,2.0,1.0,-1.0
꼽주는건가요,1.0,0.0,-1.0
꼽주는게임,1.0,0.0,-1.0
꽃이,1.0,0.0,-1.0
꿈틀꿈틀,1.0,0.0,-1.0
끝날,1.0,0.0,-1.0
나다빡태,1.0,0.0,-1.0
나다빡태TV,1.0,0.0,-1.0
체임버,1.0,0.0,-1.0
초가스에서,1.0,0.0,-1.0
초보,1.0,0.0,-1.0
최강자는,1.0,0.0,-1.0
최소컷,1.0,0.0,-1.0
깡패,1.0,0.0,-1.0
철구,1.0,0.0,-1.0
철권8,1.0,0.0,-1.0
철권태그,1.0,0.0,-1.0
청량한노래,1.0,0.0,-1.0
청묘,1.0,0.0,-1.0
청묘님,1.0,0.0,-1.0
청소,1.0,0.0,-1.0
청춘,1.0,0.0,-1.0
너야,1.0,0.0,-1.0
네이버웹툰,1.0,0.0,-1.0
네이버웹툰김부장,1.0,0.0,-1.0
처음,1.0,0.0,-1.0
처음부터,1.0,0.0,-1.0
천상계CK에서,1.0,0.0,-1.0
김부장예고편,1.0,0.0,-1.0
김부장원작,1.0,0.0,-1.0
김부장원작비교,1.0,0.0,-1.0
김부장웹툰,1.0,0.0,-1.0
김부장줄거리,1.0,0.0,-1.0
김부장총정리,1.0,0.0,-1.0
김블루,1.0,0.0,-1.0
김부장결말,1.0,0.0,-1.0
김부장드라마,1.0,0.0,-1.0
김부장리뷰,1.0,0.0,-1.0
김부장분석,1.0,0.0,-1.0
김부장스포,1.0,0.0,-1.0
김부장시즌2,1.0,0.0,-1.0
김부장액션,1.0,0.0,-1.0
김부장예고,2.0,1.0,-1.0
카멜래온,1.0,0.0,-1.0
김민지,1.0,0.0,-1.0
김부장3회,1.0,0.0,-1.0
김부장4화,1.0,0.0,-1.0
김부장4회예고,1.0,0.0,-1.0
김부장개그,1.0,0.0,-1.0
나츠키,1.0,0.0,-1.0
최악의,1.0,0.0,-1.0
최초의대적자,1.0,0.0,-1.0
추리,1.0,0.0,-1.0
취미,1.0,0.0,-1.0
칠각별,1.0,0.0,-1.0
카맬래온,1.0,0.0,-1.0
케이오,1.0,0.0,-1.0
케이오로,1.0,0.0,-1.0
코드네임,1.0,0.0,-1.0
콕끼리,1.0,0.0,-1.0
갖다,1.0,0.0,-1.0
개고수가,1.0,0.0,-1.0
개빡캐리해서,1.0,0.0,-1.0
개사기인,1.0,0.0,-1.0
괴물,2.0,1.0,-1.0
교은,2.0,1.0,-1.0
캐릭터,1.0,0.0,-1.0
캐인,1.0,0.0,-1.0
캐인렝가,1.0,0.0,-1.0
캔슬,1.0,0.0,-1.0
긍정적인노래,1.0,0.0,-1.0
경지,1.0,0.0,-1.0
계정,1.0,0.0,-1.0
고수달,1.0,0.0,-1.0
고점,1.0,0.0,-1.0
공략,2.0,1.0,-1.0
공짜,1.0,0.0,-1.0
김성희,1.0,0.0,-1.0
구조대가,1.0,0.0,-1.0
귀뚤톡크,1.0,0.0,-1.0
근가놈,1.0,0.0,-1.0
근본,1.0,0.0,-1.0
금강중학교,1.0,0.0,-1.0
금이빨,1.0,0.0,-1.0
금토드라마,1.0,0.0,-1.0
가인,1.0,0.0,-1.0
가인달,1.0,0.0,-1.0
가인이어라,1.0,0.0,-1.0
각독,1.0,0.0,-1.0
각별,1.0,0.0,-1.0
감도,1.0,0.0,-1.0
감성노래,1.0,0.0,-1.0
감시탑에서,1.0,0.0,-1.0
크림슨비스트,1.0,0.0,-1.0
클리셰,1.0,0.0,-1.0
키보드탈출,1.0,0.0,-1.0
킹아더,1.0,0.0,-1.0
타이쿤,1.0,0.0,-1.0
가사좋은노래,1.0,0.0,-1.0
가오나시티,1.0,0.0,-1.0
게임하자길래,1.0,0.0,-1.0
겜이냐,1.0,0.0,-1.0
겜창현,1.0,0.0,-1.0
겟앰프드,1.0,0.0,-1.0
콘텐츠,1.0,0.0,-1.0
콤보,2.0,1.0,-1.0
쿠레나이,1.0,0.0,-1.0
개사기팀,1.0,0.0,-1.0
건축,1.0,0.0,-1.0
걷지도,1.0,0.0,-1.0
게임,13.0,12.0,-1.0
게임방송,1.0,0.0,-1.0
게임에서,1.0,0.0,-1.0
게임즈,1.0,0.0,-1.0
게임추천,1.0,0.0,-1.0
on,1.0,0.0,-1.0
playlist,1.0,0.0,-1.0
pro,1.0,0.0,-1.0
rengar,1.0,0.0,-1.0
rgx,1.0,0.0,-1.0
legend,2.0,1.0,-1.0
탑렝가,1.0,0.0,-1.0
탑렝가매드무비캐인,1.0,0.0,-1.0
태연,1.0,0.0,-1.0
테크모,1.0,0.0,-1.0
텐코시부키,1.0,0.0,-1.0
템트리,1.0,0.0,-1.0
토츠,1.0,0.0,-1.0
토크방송,1.0,0.0,-1.0
yay,1.0,0.0,-1.0
yt,1.0,0.0,-1.0
roblox,1.0,0.0,-1.0
rpg,1.0,0.0,-1.0
seuran,1.0,0.0,-1.0
감컴,1.0,0.0,-1.0
갑니다,1.0,0.0,-1.0
강국철,1.0,0.0,-1.0
tuki,1.0,0.0,-1.0
twitch,1.0,0.0,-1.0
woongplayer,1.0,0.0,-1.0
팀대저택,1.0,0.0,-1.0
팀플,1.0,0.0,-1.0
팀플레이,1.0,0.0,-1.0
파도의,1.0,0.0,-1.0
VALORANT,1.0,0.0,-1.0
Visualizer,1.0,0.0,-1.0
Vol,1.0,0.0,-1.0
c1,1.0,0.0,-1.0
cc,1.0,0.0,-1.0
트로트,1.0,0.0,-1.0
트로트송가인,1.0,0.0,-1.0
트로트유튜브,1.0,0.0,-1.0
트로피,1.0,0.0,-1.0
트롤,1.0,0.0,-1.0
특임국,1.0,0.0,-1.0
irelking,1.0,0.0,-1.0
korean,2.0,1.0,-1.0
doors,1.0,0.0,-1.0
feat,3.0,2.0,-1.0
Zia,1.0,0.0,-1.0
af유봉훈,1.0,0.0,-1.0
again,1.0,0.0,-1.0
anonymous,1.0,0.0,-1.0
lineageM,1.0,0.0,-1.0
maple,3.0,2.0,-1.0
maplestory,2.0,1.0,-1.0
mmorpg,2.0,1.0,-1.0
montage,1.0,0.0,-1.0
girlsnboys,1.0,0.0,-1.0
행돌,1.0,0.0,-1.0
향아치,1.0,0.0,-1.0
현빈,1.0,0.0,-1.0
현이머,1.0,0.0,-1.0
희망찬노래,1.0,0.0,-1.0
11z,1.0,0.0,-1.0
확정,1.0,0.0,-1.0
한번도,1.0,0.0,-1.0
항상,1.0,0.0,-1.0
해봤는데,1.0,0.0,-1.0
해봤습니다,2.0,1.0,-1.0
해줬습니다,1.0,0.0,-1.0
핵포킹,1.0,0.0,-1.0
했다,1.0,0.0,-1.0
54,1.0,0.0,-1.0
66,1.0,0.0,-1.0
6동특으로,1.0,0.0,-1.0
700렙,1.0,0.0,-1.0
73번,1.0,0.0,-1.0
99,1.0,0.0,-1.0
AI가,1.0,0.0,-1.0
30만원,1.0,0.0,-1.0
3기생,1.0,0.0,-1.0
3성,1.0,0.0,-1.0
3인,1.0,0.0,-1.0
3회,1.0,0.0,-1.0
5000억개를,1.0,0.0,-1.0
51요정,1.0,0.0,-1.0
실패인데,1.0,0.0,-1.0
싱어송라이터,1.0,0.0,-1.0
싸더라,1.0,0.0,-1.0
싸우기,1.0,0.0,-1.0
싸움독학,1.0,0.0,-1.0
쌈용,1.0,0.0,-1.0
스텔라이브3기생,1.0,0.0,-1.0
스트리밍,1.0,0.0,-1.0
액션드라마,1.0,0.0,-1.0
시즌4,1.0,0.0,-1.0
신곡추천,1.0,0.0,-1.0
신섭,1.0,0.0,-1.0
신성호,1.0,0.0,-1.0
신스킨,1.0,0.0,-1.0
신캐,1.0,0.0,-1.0
신특,1.0,0.0,-1.0
아직도,1.0,0.0,-1.0
아침에듣기좋은노래,1.0,0.0,-1.0
아티스트,2.0,1.0,-1.0
악마,1.0,0.0,-1.0
악마의킹,1.0,0.0,-1.0
악마킹,1.0,0.0,-1.0
악마한테,1.0,0.0,-1.0
안죽는,1.0,0.0,-1.0
아니면,1.0,0.0,-1.0
아버지,1.0,0.0,-1.0
아시아서버,1.0,0.0,-1.0
아오오니,1.0,0.0,-1.0
아이온,1.0,0.0,-1.0
아이템,1.0,0.0,-1.0
아저씨,1.0,0.0,-1.0
아오니,2.0,0.0,-2.0
4회,2.0,0.0,-2.0
ALL,3.0,1.0,-2.0
한번,2.0,0.0,-2.0
허들,2.0,0.0,-2.0
lol,5.0,3.0,-2.0
