keyword,old_count,new_count,change
irelia,2.0,0.0,-2.0
you,3.0,1.0,-2.0
to,2.0,0.0,-2.0
대적자,2.0,0.0,-2.0
Right,2.0,0.0,-2.0
starcraft,3.0,1.0,-2.0
탈출맵,2.0,0.0,-2.0
league,3.0,1.0,-2.0
김성현,4.0,2.0,-2.0
커맨드,2.0,0.0,-2.0
칼바람,2.0,0.0,-2.0
챌린지,2.0,0.0,-2.0
TAEYEON,2.0,0.0,-2.0
Still,2.0,0.0,-2.0
Sunset,2.0,0.0,-2.0
Why,2.0,0.0,-2.0
깨기,2.0,0.0,-2.0
깝도이,2.0,0.0,-2.0
챌섭,5.0,3.0,-2.0
내려,2.0,0.0,-2.0
페이드,2.0,0.0,-2.0
OURS,2.0,0.0,-2.0
집사,2.0,0.0,-2.0
마플,2.0,0.0,-2.0
Have,2.0,0.0,-2.0
만들기,2.0,0.0,-2.0
장인,3.0,1.0,-2.0
저요,2.0,0.0,-2.0
저희도,2.0,0.0,-2.0
절대,2.0,0.0,-2.0
리듬세상,2.0,0.0,-2.0
제트,2.0,0.0,-2.0
조준선,2.0,0.0,-2.0
때까지,2.0,0.0,-2.0
주강찬,2.0,0.0,-2.0
07,2.0,0.0,-2.0
26,3.0,1.0,-2.0
06,2.0,0.0,-2.0
Does,2.0,0.0,-2.0
하버,2.0,0.0,-2.0
HYBE,3.0,1.0,-2.0
Connection,2.0,0.0,-2.0
어나니머스,3.0,1.0,-2.0
It,4.0,2.0,-2.0
홍구,3.0,1.0,-2.0
우승,3.0,1.0,-2.0
박진철,2.0,0.0,-2.0
폭발,2.0,0.0,-2.0
Left,2.0,0.0,-2.0
Nerd,2.0,0.0,-2.0
Rain,2.0,0.0,-2.0
미니게임,2.0,0.0,-2.0
먹방,2.0,0.0,-2.0
리센느입니다,2.0,0.0,-2.0
마인애플,2.0,0.0,-2.0
매드무비,4.0,2.0,-2.0
Bansanka,2.0,0.0,-2.0
송가인,4.0,2.0,-2.0
예고,3.0,1.0,-2.0
비가,2.0,0.0,-2.0
빠른무한,2.0,0.0,-2.0
메차,2.0,0.0,-2.0
이렐킹,2.0,0.0,-2.0
멜로우,2.0,0.0,-2.0
메챠,3.0,1.0,-2.0
Video,6.0,3.0,-3.0
공룡,3.0,0.0,-3.0
스타크래프트,5.0,2.0,-3.0
스타,6.0,3.0,-3.0
하필,3.0,0.0,-3.0
야생,3.0,0.0,-3.0
빨무,3.0,0.0,-3.0
웅플,3.0,0.0,-3.0
내가수영,3.0,0.0,-3.0
챌린저,5.0,2.0,-3.0
가격,3.0,0.0,-3.0
카멜레온,5.0,2.0,-3.0
드라마,7.0,4.0,-3.0
리뷰,7.0,4.0,-3.0
인피쉰,4.0,1.0,-3.0
모드,3.0,0.0,-3.0
유튜버,3.0,0.0,-3.0
Music,5.0,2.0,-3.0
추천,7.0,3.0,-4.0
경매,4.0,0.0,-4.0
깔수,4.0,0.0,-4.0
뉴메타,7.0,2.0,-5.0
민지,5.0,0.0,-5.0
로블록스,5.0,0.0,-5.0
of,10.0,4.0,-6.0
우디르,6.0,0.0,-6.0
GTA6,6.0,0.0,-6.0
니달리,7.0,0.0,-7.0
이렐리아,8.0,0.0,-8.0
강의,10.0,1.0,-9.0
김부장,10.0,1.0,-9.0
잠뜰,10.0,0.0,-10.0
발로란트,21.0,0.0,-21.0
마인크래프트,46.0,3.0,-43.0
