video_id,title,channel_title,category_id,published_at,view_count,like_count,comment_count,tags,url
KLUMXOsxWlg,"[김부장 4회 예고] ""니 딸 찾냐?""🔥 하필 주강찬 차를 탄 민지... 모든 진실이 밝혀집니다ㄷㄷ",드라마 오지랖,24,2026-07-03T21:00:10Z,85810,810,36,"김부장,드라마 김부장,웹툰 김부장,김부장 3회,김부장 4회,김부장 예고,주강찬,민지,김부장 민지,금이빨,조복래,주혜리,남실장,박영광,박진철,성한수,강국철,특임국,차량 폭발,벙커카 폭발,락앤롤 박진철,신성호,혜령,민지 왕따,민지 셔틀,금강중학교,코드네임 66,73번,남파공작원,싸움독학,박만사,네이버웹툰 비하인드,조평견,김부장 시즌2,금토드라마,sbs 드라마,드라마 리뷰,드라마 리뷰 오지랖,김부장4회예고,김부장3회,김부장리뷰,김부장예고,김부장원작,김부장웹툰,김부장드라마,김부장줄거리,김부장분석,김부장총정리,김민지,북한자객,세탁소아저씨정체,평택항,냉동창고,벙커차,니딸찾냐,하필주강찬차를,민지생존,민지실종,민지납치,김부장액션,김부장개그,김부장4화,김부장예고편,김부장스포,김부장결말,김부장시즌2,네이버웹툰김부장,김부장원작비교,웹툰원작드라마,드라마리뷰,드라마예고,드라마분석,한국드라마,액션드라마,주말드라마,드라마추천",https://www.youtube.com/watch?v=KLUMXOsxWlg
nK5kAXavav8,숨바꼭질 그림 예술의 경지 3인 1조팀,우주하마,20,2026-07-05T02:30:10Z,396322,5956,459,"병맛게임,ㅋㅋㅋㅋ,uzuhama",https://www.youtube.com/watch?v=nK5kAXavav8
ph5xazcAyqw,RIIZE 라이즈 'D-D-Done' Performance Video,RIIZE,10,2026-07-06T15:00:05Z,45618,10832,976,"RIIZE,라이즈,SHOTARO,EUNSEOK,SUNGCHAN,WONBIN,SOHEE,ANTON,쇼타로,은석,성찬,원빈,소희,앤톤,II,Two,미니 2집,D-D-Done,Performance Video,퍼포먼스",https://www.youtube.com/watch?v=ph5xazcAyqw
ywwfx1vGQ_A,랄로 마스터 갔다,랄로,20,2026-07-04T06:43:43Z,849509,6638,775,"랄로,랄튜브,김찬호",https://www.youtube.com/watch?v=ywwfx1vGQ_A
Jsm2uVtQhmY,If It Hurts Me More (Feat. Lee Min Jeong),KYOE - Topic,10,2026-06-29T03:05:11Z,173440,5103,2,"KYOE,교이,Lee Min Jeong,이민정,If It Hurts Me More (Feat. Lee Min Jeong)",https://www.youtube.com/watch?v=Jsm2uVtQhmY
Wm-SDC7rvds,"25년만에 서버종료하는 ""크레이지 아케이드"" 섭종 직전에 접속 해봤습니다.",혜안,20,2026-07-05T10:14:16Z,495584,11394,1234,혜안,https://www.youtube.com/watch?v=Wm-SDC7rvds
_Po8A9o2nb4,'ADIOS!' - BOYNEXTDOOR (보이넥스트도어) | DOORGROUND,BOYNEXTDOOR,10,2026-07-06T11:00:01Z,73225,12486,564,"BOYNEXTDOOR,성호,SUNGHO,리우,RIWOO,재현,JAEHYUN,태산,TAESAN,이한,LEEHAN,운학,WOONHAK,HYBE,KOZ",https://www.youtube.com/watch?v=_Po8A9o2nb4
HvpjPQn3PSQ,"팡이요의 은밀한 메이플 취미 [팡이요,  메이플스토리]",팡이요,20,2026-07-06T09:00:37Z,164455,675,81,"메이플스토리,메이플,메이플1,팡이요,팡이,BJ팡이,BJ팡이요,maple,강화,스타포스,스타포스강화,히어로,로얄스타일,레드큐브,블랙큐브,레큐,블큐,maplestory,maple story,아프리카TV,육성,아델,뉴네임옥션",https://www.youtube.com/watch?v=HvpjPQn3PSQ
91PHp22qmlE,Ripple Effect2,Swings - Topic,10,2026-07-04T09:03:50Z,76280,1980,105,"Swings,스윙스,YULEUM,율음,shinjihang,Nochang,그냥노창,hyeminsong,Ripple Effect2,파급효과2 (Ripple Effect2)",https://www.youtube.com/watch?v=91PHp22qmlE
AaNJBoNaKaQ,운영자도 예측 못 한 윤가놈의 클리어 속도 : 2일차【봉켓몬】,윤가놈,20,2026-07-05T09:00:32Z,315985,5176,446,"윤가놈,윤진석",https://www.youtube.com/watch?v=AaNJBoNaKaQ
SQwubV2MRk0,My Own Rhythm,someply - Topic,10,2026-06-29T10:02:11Z,16959,189,5,"someply,Jen,My Own Rhythm",https://www.youtube.com/watch?v=SQwubV2MRk0
ZdfPDu8gXr0,전역하자마자 군적금으로 빠칭코하는 xx놈...,정준홍,20,2026-07-06T08:13:03Z,166469,3286,236,,https://www.youtube.com/watch?v=ZdfPDu8gXr0
Qi63-bxUdiA,Crushed,10CM - Topic,10,2026-07-02T09:03:27Z,310965,3560,44,"10CM,Lee John,Sung Sooyong,Bang Injae,Lee Yoonhyuk,Ko Youngbae,Crushed,일말의 가능성",https://www.youtube.com/watch?v=Qi63-bxUdiA
QV7K1Vgzjr0,탈리야로도 메이킹 해주는 페이커 | T1 vs  FUR | 2026 MSI,Untara,20,2026-07-06T10:38:50Z,101846,1048,171,"SKT T1,Faker,Untara,페이커,운타라,이상혁,LOL,리그오브레전드,t1",https://www.youtube.com/watch?v=QV7K1Vgzjr0
Y9n-Cozs9nw,때로는,Ivory - Topic,10,2026-07-05T03:04:36Z,19016,864,18,"Ivory,아이보리,때로는,Sometimes",https://www.youtube.com/watch?v=Y9n-Cozs9nw
i2DnGU0SgNM,"10년 간의 시련, 그리고 내가 정상에 오르기까지의 이야기 【치지직 롤 대회 EP.END】",이석현,20,2026-07-05T09:12:57Z,228451,5152,1137,"캬하하,이석현,원딜,원거리딜러,리그오브레전드,LOL,AD,leagueoflegends",https://www.youtube.com/watch?v=i2DnGU0SgNM
mnCKtu-cvjc,Distant Memories of You,Shin Ye Young - Topic,10,2026-07-03T09:03:16Z,92328,1223,31,"Shin Ye Young,신예영,Distant Memories of You",https://www.youtube.com/watch?v=mnCKtu-cvjc
qWlXGuehyu0,이건 기회야.. 저튜브 형님들께 배그 실력을 증명하는 거야..｜배그멸망전 DAY1,저라뎃 JUSTLIKETHAT,20,2026-07-06T12:00:24Z,83613,584,118,"천상계,챌린저,정글러,저라뎃,Justlikethat,정글,동선,강의,교육방송,롤토체스",https://www.youtube.com/watch?v=qWlXGuehyu0
4LDQXYTfWjA,ずっと真夜中でいいのに。『イチジク煙』MV (ZUTOMAYO - Fig Smoke),ずっと真夜中でいいのに。 ZUTOMAYO,10,2026-07-06T12:00:06Z,155490,16908,853,,https://www.youtube.com/watch?v=4LDQXYTfWjA
2aiPbFFQZAo,아저씨 왜 혼자 유즈맵에서 밀리해요?,팔차선 [8LJAYWALKING],20,2026-07-06T09:00:22Z,90737,604,81,,https://www.youtube.com/watch?v=2aiPbFFQZAo
HQShe15yE3Q,Still you,Baek A Yeon - Topic,10,2026-06-29T09:05:02Z,52749,227,6,"BAEK A YEON,백아연,HYUNBIN of ALL(H)OURS,현빈 of ALL(H)OURS,LISTEN,들어봐,Still you,아직도 난 너야",https://www.youtube.com/watch?v=HQShe15yE3Q
d5HPyrysBh0,저 제국 모르가나 탑에 중독됐습니다...😵‍💫,전략적죽음,20,2026-07-06T09:30:36Z,107267,837,180,,https://www.youtube.com/watch?v=d5HPyrysBh0
pGxN5BYWssU,𝗩𝟴 'girlsnboys' Official Visualizer,HYBE LABELS,10,2026-07-06T12:59:58Z,281355,22219,1375,"HYBE,HYBE LABELS,하이브,하이브레이블즈",https://www.youtube.com/watch?v=pGxN5BYWssU
TRFUDBlEOVg,"아란 콤보 12,000스택 쌓았습니다!!!!!",수찬 Suchan,20,2026-07-06T04:11:33Z,97502,288,64,"lol,리븐,리븐장인,꿀탱탱,전수찬,저라뎃,리그오브레전드,수찬,트할,탑강의,리븐강의,피오라강의,아트록스강의,탑라인관리,탑라인전,아프리카,김민교,이상호",https://www.youtube.com/watch?v=TRFUDBlEOVg
75YONzojpAc,[BEST 은혜 찬양 모음 20]   나의 힘이되신 여호와여,Beecompany 비컴퍼니,10,2026-07-05T21:00:22Z,10853,351,9,"ccm 듣기,찬양,워쉽,씨씨엠,worship,무료,듣기,비컴퍼니,예배,best,praise,band,복음,성가,틀어줘,은혜,연속,모음,메들리,아름다운,들려줘,실시간,노래방,어린이,말씀송,톡톡쏙쏙,성령,임재,마음,영혼,감사,치유,회복,기쁨,평화,보혈,소망,광야,생명,인도하심,승리,구원,연속듣기,Longplay CCM,Hymns korean,hymns,찬송가 듣기,찬송가모음,찬송가전곡,찬송가",https://www.youtube.com/watch?v=75YONzojpAc
tWA8CSENmzQ,리니지 클래식 30랩 캔슬 54 마방88% 100% 이게 겜이냐 철권8,이문주,20,2026-07-06T17:12:05Z,91317,774,0,,https://www.youtube.com/watch?v=tWA8CSENmzQ
DXluuyfiAzk,RESCENE (리센느) - 'Pretty Girl' Special Video Teaser,Stone Music Entertainment,10,2026-07-06T09:00:08Z,21814,1877,194,"K-CULTURE,korean Music,MV,Music Video,K-Pop,Kpop,뮤비,뮤직비디오,Stone Music Entertainment",https://www.youtube.com/watch?v=DXluuyfiAzk
p4wK6xwUFDc,"겟앰프드 승률 99%, 고인물 게임에서 학살하는 초고수 ㅋㅋ | 박도지 장인초대석 [테스터훈]",테스터훈 TesterHoon,20,2026-07-05T07:09:20Z,208837,1591,174,"테스터훈,게임,game,리그오브레전드,league of legends,장인초대석,초대석,뉴메타",https://www.youtube.com/watch?v=p4wK6xwUFDc
rY16TMCn6ho,[Lyric Video] 송가인 (Song Ga In) - ‘꽃이 아니면 어떤가’ (feat. 아버지),송가인,24,2026-07-04T03:00:38Z,65134,2621,265,"송가인,가인,트로트송가인,송가인노래,송가인트로트,송가인메들리,송가인유튜브,송가인채널,송가인브이로그,송가인옷,송가인가방,송가인조공,송가인어게인,어게인팬클럽,송가인팬클럽,가인이어라,송가인일상,송가인아내의맛,송가인아빠,송가인엄마,송가인예능,송가인레전드,어게인,again,평생,가인달,송가인행사,송가인진도,트로트유튜브,예능,트로트",https://www.youtube.com/watch?v=rY16TMCn6ho
nZ07JGfoFtA,호갱을 잡아서 파산시키는 경매 게임ㅋㅋㅋ,왈도쿤,20,2026-07-06T11:00:27Z,87794,2088,126,"왈도쿤,게임,치지직,스트리머,더블딜러,경매,경매 게임,파산,향아치,쿠레나이 나츠키,레비얀,앵보,왈도쿤 경매",https://www.youtube.com/watch?v=nZ07JGfoFtA
UOKLtaE2U90,Bansanka,TAEYEON - Topic,10,2026-06-29T09:02:33Z,2618734,29631,845,"TAEYEON,태연 (TAEYEON),Choi Young Ho,tuki.,Lee seuran,J-POP REMAKE Vol.1,Bansanka,만찬가",https://www.youtube.com/watch?v=UOKLtaE2U90
7NyXebV9OfM,[리니지클래식] 37화. /교환 (ft.조슨조시여),불도그,20,2026-07-06T03:15:10Z,133740,1258,566,"불도그,lineage,NC소프트,모바일게임,스타,리니지w,天堂W,수삼티비,여포왕,리니지m,리니지,데포섭,데포로쥬,만만,수삼,빅보스,카즈야,똘끼,사또,이문주,인범,리니지2m,리니지클래식,클래식,pc리니지,집행검,리니지집행검,리니지불도그,원큐,재범군주",https://www.youtube.com/watch?v=7NyXebV9OfM
3D5rg7Mk0FQ,Sunset,Nerd Connection - Topic,10,2026-07-03T09:00:03Z,70136,848,19,"Nerd Connection,너드커넥션 (Nerd Connection),On the Crest of a Wave,파도의 고점,Sunset",https://www.youtube.com/watch?v=3D5rg7Mk0FQ
Qe_esm8PKEY,분노의 요네,PAKA,20,2026-07-04T08:42:32Z,349638,1929,296,"파카,paka,손인욱,리그오브레전드",https://www.youtube.com/watch?v=Qe_esm8PKEY
XxOlPmuIJB0,하필 비가 내려 (Why Does It Have to Rain),Zia - Topic,10,2026-07-02T09:04:22Z,113944,1500,33,"지아 (Zia),하필 비가 내려 (Why Does It Have to Rain)",https://www.youtube.com/watch?v=XxOlPmuIJB0
d4SWAMtaIzw,신직업 '레테' 3주만에 제네 해방했습니다!! 무기 큐브까지 레전드ㄷㄷ,글자네,20,2026-07-06T09:25:19Z,99426,424,94,"메이플,글자,세글자,메이플스토리,글자네,글자 메이플,세글자 메이플,메이플 글자,메이플 세글자,글자네 메이플,레테,메이플 오버드라이브,메이플 레테,메이플 레테 스킬,메이플 레테 사냥,메이플 레테 테섭,메이플 레테 후기,메이플 레테 보스,레테 스킬,레테 사냥,레테 후기,메이플 챌섭 레테,메이플 챌섭,메이플 챌린저스,메이플 챌린저스 공략,메이플 챌린저스 육성,레테 템셋팅,메이플 레테 템셋팅,레테 해방,메이플 레테 해방",https://www.youtube.com/watch?v=d4SWAMtaIzw
AohU8RV330c,Tears in heaven,December - Topic,10,2026-06-25T10:00:30Z,4355,35,0,"December,디셈버,Tears in heaven,별이될께",https://www.youtube.com/watch?v=AohU8RV330c
Jr8GVnm939I,즐겁게 게임하자길래 200 다크아칸으로 게임 끝날 때까지 상대 유닛을 뺏어봤습니다ㅋㅋ,[ALTUBE] 김성현TV,20,2026-07-06T09:30:32Z,70009,782,70,"스타,스타크래프트,starcraft,알파고,김성현,zerg,terran,protoss,저그,테란,프로토스,스타크래프트리마스터,게임",https://www.youtube.com/watch?v=Jr8GVnm939I
PFhgoHODTTw,Left Right,Kaive Noir - Topic,10,2026-06-28T12:58:38Z,133147,1482,0,"Kaive Noir,ケイブノワール,Left Right",https://www.youtube.com/watch?v=PFhgoHODTTw
fOypDW86vvA,에공삼 띄웠으면 욕 처먹어,이라333 유튜브,20,2026-07-06T10:53:54Z,73243,643,162,"이라333,메이플스토리,메이플,챌린저스서버,챌섭",https://www.youtube.com/watch?v=fOypDW86vvA
xvIcOWskEME,이별하러 가는 길,Onestar - Topic,10,2026-07-01T02:34:11Z,5937,26,1,"임한별,이별하러 가는 길",https://www.youtube.com/watch?v=xvIcOWskEME
3GFVLhKJbjY,믹슈 본캐 현질 해줬습니다 개사기팀 갑니다,두치와뿌꾸,20,2026-07-06T07:00:39Z,66727,488,76,"피파,축구,fc온라인,fc,엪온,뿌꾸,믹슈,두치와뿌꾸,피온,피파4,피파온라인,믹슈 본캐,본캐 스쿼드,뮌헨 스쿼드,케인,올리세,벨로드,스쿼드 추천,체감 좋은,스트라이커 추천,공격수 추천",https://www.youtube.com/watch?v=3GFVLhKJbjY
OiCzEyDsy-k,동물병원에 숨겨진 충격적인 비밀?! 나 여기서 내보내줘!!!,멜로우TV,20,2026-07-05T02:00:06Z,215773,3254,780,"로블록스,roblox,로블,로블정보,로블록스정보,로벅스,로블록스도어즈,도어즈,로블도어즈,doors,스키비디,스키비디토일렛,병맛더빙,스키비디병맛더빙,스키비디토일렛병맛더빙,상황극,로블상황극,점프맵,로블계",https://www.youtube.com/watch?v=OiCzEyDsy-k
Qoo5gcBM6bk,그거 켰습니다,주키니TV,20,2026-07-06T10:30:13Z,72742,1076,85,"배그,배틀그라운드,PUBG,pubg,주키니,배그 솔로,배그 잘하는법,배그 포르쉐,배그 총,배그 이모트",https://www.youtube.com/watch?v=Qoo5gcBM6bk
bBR_uGtG8BQ,6동특으로 소환해낸 10이야기꾼,잡상싱,20,2026-07-06T11:00:27Z,82476,637,36,,https://www.youtube.com/watch?v=bBR_uGtG8BQ
UiMmUBk3VtI,영혼 악마한테 갖다 팔았습니다 ^^ 신특 파티 토츠 단일!!,유봉훈,20,2026-07-05T10:30:07Z,151423,1090,107,"봉하,봉훈이,af유봉훈,유봉훈,봉쌤,일타봉쌤",https://www.youtube.com/watch?v=UiMmUBk3VtI
lLIm-FEGp18,이 ㅈ같은 니니지 못하겠습니다 리니지클래식【 똘끼 】,똘끼100%,20,2026-07-06T16:02:00Z,59445,705,274,"리니지M,똘끼,배그,Starcraft,모바일게임,똘끼100%,로드나인,스마일게이트,lordnine,mmorpg,DK모바일,dk모바일리본,리니지,리니지클래식",https://www.youtube.com/watch?v=lLIm-FEGp18
SYXmyYb_K6k,"""BLG는 뛸 생각을 하는데, T1은 걷지도 못 했다.""",프로관전러 P.S,20,2026-07-05T15:22:37Z,189912,1691,1053,"리그오브레전드,LOL,관전,꿀챔프,프로관전러,lol.ps",https://www.youtube.com/watch?v=SYXmyYb_K6k
EXFyxx0ySu0,잠뜰 TV 콘텐츠 속 최악의 생존 난이도 1위 세계관은?,잠뜰 TV,20,2026-07-04T08:00:30Z,313084,14757,1331,"마인크래프트,Minecraft,잠뜰,Sleepground,수현,칠각별,각별,라더,마인크래프트 잠뜰,마크 미니게임,잠뜰 미니게임,공룡,마인크래프트 공룡,잠뜰 공룡,덕개,마인크래프트 유튜버,마인크래프트 추리,잠뜰 주민,잠뜰 TRPG,잠뜰 부캐,잠뜰 판타지,잠뜰 조선시대",https://www.youtube.com/watch?v=EXFyxx0ySu0
aOqf17Tl_Gg,26.07.06(월) 【 인피쉰 생방송 다시보기 】 스타 빨무 스타크래프트 Starcraft,인피쉰,20,2026-07-06T16:07:28Z,82152,2271,2,"#스타크래프트,#스타,#빨무,#빠른무한,#starcraft,#인피쉰,#김성현,#홍구,#깝도이,#뚜까랜덤,인피쉰,김성현,홍구,빨무,빠른무한,스타,스타크래프트,starcraft,팀플,팀플레이,깝도이",https://www.youtube.com/watch?v=aOqf17Tl_Gg
d1KmGHigMmg,리듬세상 처음 해봤습니다 (원래 이렇게 꼽주는건가요?),SUNBA선바,24,2026-07-06T07:00:24Z,55590,1038,154,"선바,트위치,스트리머,스트리밍,생방송,게임방송,유튜버,토크방송,먹방,리듬세상,리듬게임,꼽주는게임,리듬,스위치,닌텐도",https://www.youtube.com/watch?v=d1KmGHigMmg
NvlKmxZ9J1g,AI가 만들었다는 어느 편의점 타이쿤 맵....(마인크래프트),마플 마인크래프트 채널,20,2026-07-06T13:24:56Z,85964,2176,166,"마인크래프트 커맨드,커맨드,마플,마인애플,마인크래프트 마플,마인크래프트 마인애플,탈출맵,마인크래프트 탈출맵",https://www.youtube.com/watch?v=NvlKmxZ9J1g
ugU3zhSw4gk,퓨마 사냥🏹🐆 | T1 vs FUR│2026 MSI│울챔스 하이라이트,Wolf,20,2026-07-06T16:14:07Z,46670,630,63,"sup,서포터,support,T1,Wolf,울프,LOL,리그오브레전드,League,of,legend,World,Champion,t1,이재완",https://www.youtube.com/watch?v=ugU3zhSw4gk
BOH_DQm-bk4,"[GTA6 한국 가격 비하인드] 서양은 빡쳤고, 한국은 싸더라",김성회의 G식백과,20,2026-07-05T09:52:33Z,242859,4081,1184,"지식백과,쥐식백과,김성희,GTA6,GTA6 가격,GTA6 예약구매,GTA6 한국 가격,GTA6 울트라에디션,플레이스테이션 프로,락스타 게임즈",https://www.youtube.com/watch?v=BOH_DQm-bk4
N7XO9yctzhE,리니지 클래식 / 이게 맞냐.. 점점 산으로 가는 리니지 공성,빅보스,20,2026-07-06T15:11:25Z,54855,470,162,"로드나인,FLSLWL,QLRQHTM,HOLLDEM,포커,슬롯,콜오브카오스,라살라스,린2M,리니지2M,리니지,리니지M,리니지W,레이븐,아스달연대기,넷마블,엔씨,NC,에오스,토너먼트,불도그,똘끼,사또,리니지m,리니지2m,에오스레드,에오스블랙,이문주,오딘,플레이포커,엔포커,카즈야,알트,수삼,빅보스,rf온라인,팡이요,보겸,홀덤,9집행,창현,인범,원재",https://www.youtube.com/watch?v=N7XO9yctzhE
pHaWb2mJmSo,챌섭 대적자 잡고 마스터 찍었습니다 ㄷㄷ,청묘,20,2026-07-06T07:57:05Z,66143,403,97,"청묘,청묘님,메이플,메이플스토리,maple,maplestory,스트리머,트위치,twitch,종겜,종합게임,rpg,mmorpg,메린이,챌섭,챌린저,최소컷,대적자,최초의대적자,보스,레테,마스터,챌린저스,월드,시즌4",https://www.youtube.com/watch?v=pHaWb2mJmSo
ClwMQA_mKXE,지금 전세계 1등 숨바꼭질 게임!! 대저택과 해봤는데 진짜 웃긴 상황나옴 ㅋㅋㅋ 멜로우 바보,집사TV,20,2026-07-06T08:00:06Z,64302,1309,296,"로블록스,로블록스 게임추천,로블록스 재밌는 게임,집사,료미,또이,멜로우,로희,푸딩제리,현이머,팀대저택,메챠카멜레온,색칠해서 숨바꼭질,집사 숨바꼭질,대저택 숨바꼭질,미챠,카멜레온",https://www.youtube.com/watch?v=ClwMQA_mKXE
c2_AdPAB-6o,무패상대 : 내가 단 한번도 진 적 없는데 ... 이딴걸 당하겠냐 홍구야? ㅋ,발스타홍구,20,2026-07-06T02:30:05Z,71263,803,47,"홍구,공방,참교육,무패,고수,성큰러시,스타크래프트,프로게이머,우승,우승자,저그,도파,알파고,김성현,이시아,인피쉰,엽기전략,스타,사기맵,타골좌,타임이즈골드,양민좌,당근좌,까치좌,기프티콘,빙그레,스타홍구,홍구스타,극찬,빌런,노매너,비매너,악성유저,악질유저,발스타,상대,스타리그,빌런스타리그,발스타홍구,현교수",https://www.youtube.com/watch?v=c2_AdPAB-6o
