term_id,article_id,term,term_type,source_field,position,published_date,tags,relevance_score,source_url,collected_at
2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-_3,2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-,더 많이 쓰인 감탄사는,phrase,h2,3,2025-12-17,SNS|밈|바이럴,3,https://gogumafarm.kr/2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-%ec%9e%87%ec%97%87%ec%8a%a8-%ec%98%ac%ed%95%b4%eb%a5%bc-%eb%92%a4%ed%9d%94%eb%93%a0-%eb%b0%88-%ec%b4%9d/,2026-07-09T15:19:51+09:00
2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-_4,2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-,내 알고리즘을 도배한 릴스는,phrase,h2,4,2025-12-17,SNS|밈|바이럴,3,https://gogumafarm.kr/2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-%ec%9e%87%ec%97%87%ec%8a%a8-%ec%98%ac%ed%95%b4%eb%a5%bc-%eb%92%a4%ed%9d%94%eb%93%a0-%eb%b0%88-%ec%b4%9d/,2026-07-09T15:19:51+09:00
2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-_5,2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-,링딩동의 뒤를 이를 수능 금지곡은,phrase,h2,5,2025-12-17,SNS|밈|바이럴,3,https://gogumafarm.kr/2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-%ec%9e%87%ec%97%87%ec%8a%a8-%ec%98%ac%ed%95%b4%eb%a5%bc-%eb%92%a4%ed%9d%94%eb%93%a0-%eb%b0%88-%ec%b4%9d/,2026-07-09T15:19:51+09:00
2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-_6,2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-,"그래서, 2025년 최고의 밈은",phrase,h2,6,2025-12-17,SNS|밈|바이럴,3,https://gogumafarm.kr/2025%eb%85%84%ec%97%94-%ec%95%84%ec%a3%bc-%eb%a7%8e%ec%9d%80-%eb%b0%88%ec%9d%b4-%ec%9e%87%ec%97%87%ec%8a%a8-%ec%98%ac%ed%95%b4%eb%a5%bc-%eb%92%a4%ed%9d%94%eb%93%a0-%eb%b0%88-%ec%b4%9d/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_1,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,매끈매끈하다 매끈매끈한 💃,phrase,h2,1,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_2,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,💡 어디서 시작됐나요,phrase,h3,2,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_3,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,🔄 어떻게 쓰이고 있나요,phrase,h3,3,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_4,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,띄어쓰기를하지않는이유는 💕,phrase,h2,4,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_5,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,그건 절대 안 되는 일이얌..!! 🙀,phrase,h2,5,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_6,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,전액 현금으로 매입 💵,phrase,h2,6,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b_7,%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b,구글맵 여행 인증샷 📍,phrase,h2,7,2025-12-01,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%b4-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%98%eb%8b%a4-uh-%ea%b0%80%eb%93%9d%ea%b0%80%eb%93%9d%ed%95%9c-2025%eb%85%84-11/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_1,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,갑차기스러운데 💦,keyword,h2,1,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_2,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,밤티난다 🌰,keyword,h2,2,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_3,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,가정용 OOO 😍,mixed,h2,3,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_4,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,(헤더) 해결했습니다 😜,phrase,h2,4,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_5,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,고무짜기 ASMR 🌳,phrase,h2,5,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%_6,ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%,AI 필터 눈 내리는 밤 ❄,phrase,h2,6,2025-11-04,Z세대|밈|바이럴,3,https://gogumafarm.kr/ai-%ec%82%bf%ed%8f%ac%eb%a1%9c%ec%83%b7%eb%b6%80%ed%84%b0-%ea%b3%a0%eb%ac%b4%ec%a7%9c%ea%b8%b0%ea%b9%8c%ec%a7%80-%ec%a7%80%ea%b8%88-%ec%95%88-%eb%b3%b4%eb%a9%b4-%eb%8a%a6%eb%8a%94-2025%eb%85%84-10/,2026-07-09T15:19:51+09:00
%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9_1,%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9,🗯️나게임중인데전화걸면어떠괘,phrase,h2,1,2025-10-01,SNS|밈,3,https://gogumafarm.kr/%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ec%95%84%ec%95%bc-%ed%95%98%ec%a7%80-%ec%95%8a%ec%9d%84%ea%b9%8c-202/,2026-07-09T15:19:51+09:00
%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9_2,%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9,💢 화가 머리 끝까지 나네 / 화: 120,phrase,h2,2,2025-10-01,SNS|밈,3,https://gogumafarm.kr/%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ec%95%84%ec%95%bc-%ed%95%98%ec%a7%80-%ec%95%8a%ec%9d%84%ea%b9%8c-202/,2026-07-09T15:19:51+09:00
%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9_3,%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9,🙈 귀하게 자란 내가 이런 걸 봐도 될까,phrase,h2,3,2025-10-01,SNS|밈,3,https://gogumafarm.kr/%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ec%95%84%ec%95%bc-%ed%95%98%ec%a7%80-%ec%95%8a%ec%9d%84%ea%b9%8c-202/,2026-07-09T15:19:51+09:00
%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9_4,%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9,☝️놉놉. 안됀는것은안돼는것,phrase,h2,4,2025-10-01,SNS|밈,3,https://gogumafarm.kr/%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ec%95%84%ec%95%bc-%ed%95%98%ec%a7%80-%ec%95%8a%ec%9d%84%ea%b9%8c-202/,2026-07-09T15:19:51+09:00
%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9_5,%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%9,😾 내가 그걸 모를까,phrase,h2,5,2025-10-01,SNS|밈,3,https://gogumafarm.kr/%ea%b7%80%ed%95%98%ea%b2%8c-%ec%9e%90%eb%9e%80-%eb%82%b4%ea%b0%80-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ec%95%84%ec%95%bc-%ed%95%98%ec%a7%80-%ec%95%8a%ec%9d%84%ea%b9%8c-202/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_1,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,🐱 사고방식을 바꾸세요,phrase,h2,1,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_2,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,🏃 갈테야 갈테야 OO(으)로 갈테야,phrase,h2,2,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_3,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,🙉 와~ 나도 OO 좋아했었어,phrase,h2,3,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_4,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,😤 내 인생 뺏어가서 당연하다는 듯 살지 마,phrase,h2,4,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_5,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,🌟 오하아사 1위,keyword,h2,5,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9_6,%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9,💸 마음 울적한 날엔,phrase,h2,6,2025-09-05,SNS|밈,3,https://gogumafarm.kr/%ea%b0%88%ed%85%8c%ec%95%bc-%ea%b0%88%ed%85%8c%ec%95%bc-%ec%9a%94%ec%a6%98-%eb%9c%a8%eb%8a%94-%eb%b0%88-%eb%b3%b4%eb%9f%ac-%ea%b0%88%ed%85%8c%ec%95%bc-2025%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98_1,%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98,핫하다 못해 매운 요즘 밈 🥵,phrase,h3,1,2025-07-28,밈|챌린지|해외,3,https://gogumafarm.kr/%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98%ac%ed%95%b4-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%eb%b0%88-%eb%b8%8c%eb%9e%9c%eb%93%9c%eb%8f%84-%eb%9b%b0%ec%96%b4/,2026-07-09T15:19:51+09:00
%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98_2,%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98,🚗 너는 부가티인데 나는 왜 자전거,phrase,h3,2,2025-07-28,밈|챌린지|해외,3,https://gogumafarm.kr/%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98%ac%ed%95%b4-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%eb%b0%88-%eb%b8%8c%eb%9e%9c%eb%93%9c%eb%8f%84-%eb%9b%b0%ec%96%b4/,2026-07-09T15:19:51+09:00
%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98_3,%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98,👠 점점 기상천외 해지는 니키 미나즈 포즈,phrase,h3,3,2025-07-28,밈|챌린지|해외,3,https://gogumafarm.kr/%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98%ac%ed%95%b4-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%eb%b0%88-%eb%b8%8c%eb%9e%9c%eb%93%9c%eb%8f%84-%eb%9b%b0%ec%96%b4/,2026-07-09T15:19:51+09:00
%ec%9d%b4%ea%b1%b4-%ec%b2%ab-%eb%b2%88%ec%a7%b8-%eb%a0%88%ec%8a%a8-%ec%9a%94%ec%_1,%ec%9d%b4%ea%b1%b4-%ec%b2%ab-%eb%b2%88%ec%a7%b8-%eb%a0%88%ec%8a%a8-%ec%9a%94%ec%,김카이 너 밈 재능있어. 계속해,phrase,h3,1,2025-07-17,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b4%ea%b1%b4-%ec%b2%ab-%eb%b2%88%ec%a7%b8-%eb%a0%88%ec%8a%a8-%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ea%b3%a0-%ea%b0%80%ea%b8%b0-2025%eb%85%84-7/,2026-07-09T15:19:51+09:00
x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%82%9c%eb%a6%ac-%eb%82%9c-%eb%_1,x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%82%9c%eb%a6%ac-%eb%82%9c-%eb%,인기 이유는,keyword,h4,1,2025-03-10,X(트위터)|Z세대|밈|트렌드,3,https://gogumafarm.kr/x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%82%9c%eb%a6%ac-%eb%82%9c-%eb%b0%88-%eb%82%89%ec%97%ac%ec%98%a4%ea%b1%b0%eb%9d%bc-%ec%b5%9c%ec%8b%a0-%eb%b0%88%eb%b6%80%ed%84%b0-%ed%8a%b8%eb%a0%8c/,2026-07-09T15:19:51+09:00
%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0_1,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,Chill고리즘 때문에 미Chill 것 같아,phrase,h3,1,2025-01-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,2026-07-09T15:19:51+09:00
